id,created_at,updated_at,hotel_id,customer,content,score,customer_level,influence_count,travel_type,comment_time,comment_count,hotel_type
54840,2018-11-19 08:15:32.478959+00,2018-11-19 08:15:32.478959+00,345016,2***3,服务不好！设备老旧！不值,1.5,level_new,0,家庭亲子,2017年05月入住,3,皇冠豪华房
55438,2018-11-19 08:20:01.003141+00,2018-11-19 08:20:01.003141+00,345016,2***0,定的大床到了以后说是双床？！不知道问题在携程还是酒店！总之不靠谱！,1,level_new,0,商务出差,2016年06月入住,0,皇冠豪华房
55379,2018-11-19 08:19:29.114662+00,2018-11-19 08:19:29.114662+00,345016,3***3,图文十分不符,2.8,level_new,0,家庭亲子,2017年07月入住,1,皇冠豪华房
55425,2018-11-19 08:19:50.279765+00,2018-11-19 08:19:50.279765+00,345016,恰***好,酒店已经很老旧了，设施很旧，地毯很脏，一点五星级的感觉都没有，在携程上订的，给的房间不太好，没有任何的增值服务。,2.8,level_daren,5,家庭亲子,2016年02月入住,19,皇冠豪华房
55536,2018-11-19 08:20:26.670589+00,2018-11-19 08:20:26.670589+00,345016,1***2,垃圾，退房二十几分钟,1,level_daren,1,商务出差,2017年03月入住,23,皇冠豪华房
55500,2018-11-19 08:20:17.543094+00,2018-11-19 08:20:17.543094+00,345016,1***4,须要提高服务,2.5,level_new,0,家庭亲子,2017年06月入住,2,皇冠豪华房
55442,2018-11-19 08:20:01.211645+00,2018-11-19 08:20:01.211645+00,345016,M***7,不能抽烟,2.8,level_new,0,朋友出游,2017年10月入住,3,皇冠豪华房
55505,2018-11-19 08:20:17.79048+00,2018-11-19 08:20:17.79048+00,345016,M***1,太一般的五星酒店！,1.8,level_daren,4,独自旅行,2017年04月入住,7,皇冠豪华房
55527,2018-11-19 08:20:26.228698+00,2018-11-19 08:20:26.228698+00,345016,1***5,服务真的是 烂到家 早餐也比同等价位的差好多 真的是再也不会住Westin,2,level_new,0,独自旅行,2016年07月入住,0,皇冠豪华房
55611,2018-11-19 08:21:02.429883+00,2018-11-19 08:21:02.429883+00,345016,6***0,装修非常一般，本是感觉这个品牌服务会不错，没想到会是这样失望，带着宝宝出差的，1米的孩子自助也要收费，自助品种很少!不会再选!,1.8,level_daren,3,商务出差,2016年01月入住,15,皇冠豪华房
55700,2018-11-19 08:21:27.420231+00,2018-11-19 08:21:27.420231+00,345016,3***7,就住了一个晚上，也没什么感觉，只是决定酒店房间给人的感觉太破旧了,2.8,level_daren,2,其它,2016年05月入住,17,皇冠豪华房
55812,2018-11-19 08:22:04.045483+00,2018-11-19 08:22:04.045483+00,2142553,谢***安,就是迪斯尼专用吧，离得较近，房间还不错，没有服务体验，中央空调无法调节，早餐品种很少，r性价比不高。,2.8,level_new,0,独自旅行,2018年10月入住,3,皇廷豪华房
55774,2018-11-19 08:21:54.885357+00,2018-11-19 08:21:54.885357+00,2142553,1***5,真的无力吐槽 这个酒店真的是五星级嘛？亲子房住在酒店后面的一个住宅楼改造的楼里 设备陈旧 卫生打扫也不干净 柜子里居然有上一个顾客留下发了霉的吃的 而且还告诉我儿童床不是加床是正常床 是觉得顾客都没住过酒店吗 真是服气了 无力吐槽,2.5,level_daren,1,家庭亲子,2018年05月入住,7,亲子家庭房
55803,2018-11-19 08:22:03.728151+00,2018-11-19 08:22:03.728151+00,2142553,_***2,五星的价格，四星的享受，进房间门空气不好，吹风机是变形的，厕所有异味，环境整洁一般，没太多五星的感觉，就普通酒店一样，服务员的热情度没感觉到，态度没感觉好，吃早饭太吵，厨房不断传出叮叮当当的锅碗调盆敲打的声音，而且很响，直接影响吃饭心情！,2.8,level_daren,4,其它,2018年08月入住,24,皇廷豪华房
55821,2018-11-19 08:22:04.359921+00,2018-11-19 08:22:04.359921+00,2142553,3***9,前台态度特别差，作为服务人员最起码的礼仪和微笑都没有，一点都没有，绑着个脸是几个意思，空调不能调整也不能关，房间里面刚进来浴室是湿的，怎么打扫的，一个五星就这样！！！,1.5,level_new,1,商务出差,2018年07月入住,4,豪华双床房
55909,2018-11-19 08:22:27.213899+00,2018-11-19 08:22:27.213899+00,345016,2***7,非常非常差 服务员像大爷 爱理不理你的,1.5,level_daren,1,情侣出游,2016年10月入住,6,尊贵商务房
55935,2018-11-19 08:22:38.785407+00,2018-11-19 08:22:38.785407+00,2142553,_***5,很少点评，首先前台服务很差，拉着一张脸，跟欠她钱一样，房间里味道很大，特别是卫生间，下次不会再来住了,2.3,level_new,0,商务出差,2018年07月入住,1,豪华双床房
55971,2018-11-19 08:22:51.624449+00,2018-11-19 08:22:51.624449+00,2142553,_***4,恕我直言服务不敢恭维，多咨询前台几句语气相当不耐烦。,2.8,level_new,0,商务出差,2018年10月入住,2,公寓楼双床房
55874,2018-11-19 08:22:17.077933+00,2018-11-19 08:22:17.077933+00,345016,小***子,酒店办入住就三个人办理登记，排很长时间队，,2,level_daren,2,其它,2017年08月入住,19,皇冠豪华房
55972,2018-11-19 08:22:51.717309+00,2018-11-19 08:22:51.717309+00,2142553,张***维,我第一次听说整个酒店中央空调固定一个温度 每个房间不能调温度 那你们的空调遥控是摆设嘛 装饰的好看的？是要把人热死吧 真是搞笑,1,level_daren,2,朋友出游,2018年04月入住,7,豪华大床房
56021,2018-11-19 08:23:07.792395+00,2018-11-19 08:23:07.792395+00,2142553,1***0,"1.服务非常差，标示不清，停车乱收费。2.房间有玻璃幕墙，无窗户,不透气。",1,level_daren,0,其它,2018年08月入住,5,公寓楼双床房
55939,2018-11-19 08:22:39.013105+00,2018-11-19 08:22:39.013105+00,2142553,M***3,五星的价格，一星的服务。刚开始给我安排了残疾人房，后面给我降级换房，吃个饭点个菜，要啥没啥。半夜吵的不行，从4点半开始到6点，无法睡，隔音实在差,2.5,level_master,7,商务出差,2018年05月入住,38,豪华大床房
56017,2018-11-19 08:23:07.439637+00,2018-11-19 08:23:07.439637+00,2142553,_***2,酒店服务态度很差 房间一进去一股霉味超级难闻 霉味到一直有,1,level_new,0,朋友出游,2018年10月入住,1,公寓楼双床房
55996,2018-11-19 08:22:59.04793+00,2018-11-19 08:22:59.04793+00,345016,M***4,这应该是我住过最差的威斯丁，服务差，装修老，房间小。反正要是同样价钱在上海不建议住威斯丁,2.3,level_daren,6,商务出差,2016年02月入住,13,皇冠豪华房
56095,2018-11-19 08:23:44.061494+00,2018-11-19 08:23:44.061494+00,2142553,_***6,公寓楼不能订，空调不制热，屋内陈设旧，出入要经过户外，不方便。会议安排的酒店，后来换到主楼靠近边上的房间空调还是不制热。换了两次房间才稍好一些。自助餐饮档次较低，可能和价格有关。,2.8,level_master,6,商务出差,2018年01月入住,77,公寓楼双床房
55966,2018-11-19 08:22:50.07518+00,2018-11-19 08:22:50.07518+00,2142553,_***6,从来没有吐槽过一家酒店！！这家酒店简直管理混乱到极致！挂着5星简直是对其它5星酒店的侮辱！！！ 1、明明亮着“请勿打扰”的灯！服务员还是坚持的来敲门问要不要打扫？！说了不用！！过没几个小时坚强的再打电话进来还是问要不要打扫！！！这酒店是不懂“请勿打扰”这四个字的意思吗？？？住了5晚，有两天白天没出去，都是这样！！2、主楼的房间极其闷热！冷气不能调！说是上海现在的气温只能送风！！工程部的人两天来了两次，都忽悠说已经送冷气了，结果都没有！！到第三个晚上才给我换了房间！！新的房间并不是可以调节冷气！！而是可以开窗！！所以这世界上原来还有5星的酒店是不能在房内控制温度的？！？！还得开着窗子睡觉的！？！？3、到总台留了张房卡，留下取卡人的联系电话和姓名，问得很清楚是不是这样直接来前台取就可以，回答是！结果！！取卡人到了总台！！总台回复无法核对身份信息！！！不能把房卡给他！！结果还是得等我自己去开门！！！我要是分分钟方便开门！！留房卡在总台干什么？？？4、外出办事回来，房间已经整理好，结果我遍寻不着我的充电器！！！明明记得出去前就插在床头柜上面的插头那充电的！！！床上床下翻！最后！在厕所放吹风机的抽屉里找到了！！我想请问这什么脑回路？？？住过这么多5星酒店！！这个酒店真应该降星，别给其他真正5星抹黑了！！！,1,level_new,3,其它,2018年04月入住,1,公寓楼双床房
56059,2018-11-19 08:23:34.577079+00,2018-11-19 08:23:34.577079+00,2142553,M***6,"卫生一般，早餐一般，
给小朋友的牙刷居然上面沾有油漆
不满意",2.8,level_new,0,家庭亲子,2018年08月入住,1,皇廷豪华房
56179,2018-11-19 08:24:13.790566+00,2018-11-19 08:24:13.790566+00,2142553,1***6,先是因为定了房间不能退，和订房间的服务员反复电话沟通，确实第二天6点要赶虹桥的火车所以才想能不能通融一下，结果就是不给反馈，经理也不回电话，一点都不人性化，然后就在大堂的地面湿滑被摔坐了地上了，都没有人过来扶…没有人擦地吗？？？？,2,level_master,5,商务出差,2017年12月入住,33,公寓楼双床房
56308,2018-11-19 08:25:04.564299+00,2018-11-19 08:25:04.564299+00,2142553,M***0,这酒店服务不行，餐饮差，早餐还行，接送机服务不错，但是车况差。隔音一般，装修一般。不推荐🙄🙄🙄,2,level_daren,33,商务出差,2018年03月入住,9,豪华大床房
56451,2018-11-19 08:25:42.194752+00,2018-11-19 08:25:42.194752+00,2142553,M***2,不满意原因酒店设施说明上有桑拿室.但是到酒店前台告知没有.不满意服务原因是因为晚上买外卖.门卫不让外卖送上来.非要让我下去自己取.我就不明白了为什么外卖就不能上来？如果怕安全有问题可以让礼宾部陪同上来啊.,1,level_daren,16,商务出差,2017年08月入住,8,豪华双床房
56564,2018-11-19 08:26:21.319803+00,2018-11-19 08:26:21.319803+00,345016,m***2,"入住酒店时间办理甚长，在预订中写明是带了三个孩子，在分配房间时分到了有烟房间，管理水平极低，基本常识都不具备。好的房间留给了会员，而把拐角的房间安排给了携程订单，非常过份。
酒店设施陈旧，大堂没有五星级酒店的感觉。
不推荐  亲友请客到了万豪  明显是五星级的酒店",2.5,level_new,3,家庭亲子,2015年10月入住,3,皇冠豪华房
56478,2018-11-19 08:25:50.052003+00,2018-11-19 08:25:50.052003+00,2142553,M***8,车在酒店门口四个轮胎都被扎了，酒店监控不清楚，人走过去都看不见，酒店什么说法都不给，我们凌晨的4点入住的，第二天下午3点打算出去，发现车胎正在撒气，酒店的经理给的答复就是监控看不到，就是不管，提醒那些要入住的，没事还行，有事了酒店也不会管，外地开车来的游客最好别住，不明白都是什么人，车又没挡路，酒店的态度特别差！,1,level_new,3,朋友出游,2017年08月入住,3,公寓楼双床房
56563,2018-11-19 08:26:21.169555+00,2018-11-19 08:26:21.169555+00,345016,3***1,服务差，打扫卫生不干净，非常不满意，希望入住的朋友小心选择,1.3,level_daren,2,朋友出游,2016年03月入住,6,皇冠豪华房
56806,2018-11-19 08:27:46.760237+00,2018-11-19 08:27:46.760237+00,2142553,d***7,去迪士尼的班车接送20.45，烟花20.30开始，让打电话到酒店能否迟一点开，讲了半天就一句：不行！考虑到逛了一天，实在很累，打车很难打的情况下只能放弃了欣赏烟花。其实司机师傅还挺好的。前台办理入住，工作人员始终绑着脸，没有微笑。酒店外观和房间设施还行。,2.8,level_daren,5,家庭亲子,2017年04月入住,8,公寓楼双床房
56810,2018-11-19 08:27:46.977646+00,2018-11-19 08:27:46.977646+00,2142553,_***6,出差前在网上全额付款，因当日会议很多很晚才结束，赶到酒店已经半夜11:45，身心俱疲，只想早些入住休息。没想到酒店前台告知酒店被超订，现已无房！“可以安排到皇庭兄弟酒店入住”！我当时听到气得七窍生烟，我可是付了全款的客人啊！半夜三更要被莫名其妙拖到20公里以外的其他酒店，住过这么多酒店的我真的闻所未闻！转身一看，旁边一群和我一模一样境遇的客人，大家面面相觑，不敢相信怎么遭到如此对待！美联航超订，这家酒店也搞超订，这是什么鬼意思！请大家再也不要住这样的黑店，真的缺良心啊！活到今天最差的一次酒店经历，请大家以我为戒！付全款又怎样？照样让你没地儿住！,1,level_new,7,商务出差,2017年04月入住,1,公寓楼双床房
56871,2018-11-19 08:28:45.477555+00,2018-11-19 08:28:45.477555+00,2142553,M***9,床单被子都是潮湿。,1,level_new,0,朋友出游,2018年07月入住,3,皇廷豪华房
56905,2018-11-19 08:28:57.777149+00,2018-11-19 08:28:57.777149+00,2142553,1***4,服务态度特别差，700多的房间还安排在什么附楼，前台接待的人态度非常嚣张，服务行业见过最差的酒店！旁边设施不要善，不方便！下次不会再住！,1.5,level_master,10,独自旅行,2017年03月入住,32,公寓楼双床房
56809,2018-11-19 08:27:46.905859+00,2018-11-19 08:27:46.905859+00,2142553,M***5,总体看似还可以，但作为携程标的豪华酒店，掀开被子，发现床单上竟然还留有毛发，这一点让人不能忍受，地毯上也留有类似食物酱汁的污渍，实在让人不敢住。,2.8,level_daren,4,独自旅行,2017年04月入住,26,公寓楼双床房
57041,2018-11-19 08:29:30.107312+00,2018-11-19 08:29:30.107312+00,2142553,飞***j,热的要死，不透气！晚上就没睡几个小时！！！,1,level_daren,1,商务出差,2017年11月入住,8,公寓楼双床房
44217,2018-11-19 07:21:09.121718+00,2018-11-19 07:21:09.121718+00,532957,a***a,熱,2,level_master,1,商务出差,2016年08月入住,96,商务大床房
44455,2018-11-19 07:22:07.237379+00,2018-11-19 07:22:07.237379+00,661555,_***9,设施旧，在厕所缝隙看见过虫子,2,level_daren,2,其它,2016年08月入住,6,A座高级双床房
44645,2018-11-19 07:22:50.697336+00,2018-11-19 07:22:50.697336+00,661555,E***1,酒店设施一般，房间比较小，价格比较贵。在附近办事，勉强住.,2,level_daren,2,商务出差,2016年03月入住,10,A座高级双床房
44760,2018-11-19 07:23:22.096332+00,2018-11-19 07:23:22.096332+00,661555,S***1,空调都没有，还五星,1,level_daren,1,商务出差,2016年11月入住,5,A座高级大床房
256111,2018-11-20 01:58:41.424578+00,2018-11-20 01:58:41.424578+00,369832,y***k,太差了，实在太差了，绝对不像五星级酒店，1400一晚，我也是傻到一定水平才选这家酒店，绝对不会再来了，性价比差到了一定水平，健身房竟然还收费，早餐特别混乱，原定两天的房，我住一晚就决定换酒店了，可惜了这么好的地点和历史建筑，房间号称升级豪华房，结果房间是斜的，总之这个价位还是建议大家选君悦，希尔顿，或者丽安达仕之类的豪华酒店吧，这个性价比太一般般了,2,level_master,6,商务出差,2017年03月入住,35,高级房
45265,2018-11-19 07:26:11.823986+00,2018-11-19 07:26:11.823986+00,661555,3***8,性价比不高,2,level_new,1,其它,2016年10月入住,2,A座高级大床房
45238,2018-11-19 07:26:05.907985+00,2018-11-19 07:26:05.907985+00,345017,1***4,房间里的设施和装修很老很陈旧。 比我元月份出差时住的差多了。 上次是住10楼， 这次是14楼， 放假比之前贵了但是房间差了很多， 完全不像是5星级。 问了前台， 前台说她们酒店20多年了， 一直就是真个样子的。 我同事后面也去找前台问为什么房间比元月份住的差这么多， 前台说加钱可以换回之前的房间。 真不知道是什么道理， 不同的人给不同的答案。 明明房价贵了， 房价确差了。 早餐贼贵又没东西吃。 反正我只吃了2碗稀饭。 下次宁愿选麦当劳。 ,2.8,level_new,1,商务出差,2018年08月入住,1,豪华房
45246,2018-11-19 07:26:06.193572+00,2018-11-19 07:26:06.193572+00,345017,_***0,觉得是五星很放心的订了 结果里面的设施老的不行 空调的声音大到像吹风机 根本无法睡觉 换了个房间也是一样 负责人告诉我们所有房间都是一样 也是无语,1,level_new,1,朋友出游,2018年07月入住,1,豪华房
45309,2018-11-19 07:26:21.684899+00,2018-11-19 07:26:21.684899+00,661555,佳***2,最多三星级,2,level_daren,0,家庭亲子,2017年10月入住,10,A座高级双床房
45268,2018-11-19 07:26:16.485961+00,2018-11-19 07:26:16.485961+00,345017,1***9,房间很老很差，服务也很差，房间小，厕所也特别小。没有干湿分离就算了，浴缸居然还是用帘子来拉！！床1米2，装修跟快捷酒店一样。真想不懂是怎么评上星级的,1,level_new,5,商务出差,2018年06月入住,2,豪华房
45436,2018-11-19 07:27:02.756376+00,2018-11-19 07:27:02.756376+00,345017,1***0,"性价比最低的一家酒店，五星级酒店的价钱，三星级酒店的房间！看图就知道！一千多一晚还不是周末。
住了一晚受不了，第二晚马上搬去希尔顿，比这家便宜而且房间大多了，装修也新的多了！以后去上海也一定不会再住这家！",2.5,level_master,7,商务出差,2017年08月入住,30,豪华房
45459,2018-11-19 07:27:17.076451+00,2018-11-19 07:27:17.076451+00,345017,小***5,大厅装饰不错，入住前台也非常热心有礼貌，但最关键的是房型老，房间小，价格高。入住不舒服  空调声音很大。很差的入住体验。,2.5,level_new,0,商务出差,2017年12月入住,4,豪华房
45544,2018-11-19 07:27:41.820168+00,2018-11-19 07:27:41.820168+00,345017,2***8,真的太旧太旧了，连三星的标准都够不上，该翻新就翻新吧，真是我住过万豪旗下最差的酒店，房间也就是招待所的感觉，行政走廊也没开，前台感觉都是实习生，态度挺好，但是check in还得我教他他才知道该干嘛。,2.8,level_new,3,商务出差,2017年08月入住,1,豪华房
45509,2018-11-19 07:27:33.338008+00,2018-11-19 07:27:33.338008+00,345017,M***5,早上起太早，想偷懒房间点碗牛腩面随便吃点，结果酒店看我是新会员特别客气，给我加餐送高蛋白蚊子一只[捂脸]，而且是快吃完才发现的，这算surprise么[抠鼻][抠鼻][抠鼻],2.8,level_master,11,商务出差,2017年03月入住,31,豪华房
45613,2018-11-19 07:28:03.532744+00,2018-11-19 07:28:03.532744+00,345016,M***9,位置可以，大厅也算大气，就是房间，怎么说也一晚一千多块钱呢，卫生不怎么干净，光线也不好，不知道是不是因为携程订的，给安排了个尾房，房间内是个犄角，床没那么舒服。另外，前台那位大姐多问两句都是极不耐烦，生怕住不起的人浪费她宝贵时间的感觉，唯一欣慰的是窗外就是外滩，虽然只是外滩一角，也算可以吧。,1.5,level_daren,3,朋友出游,2018年09月入住,5,皇冠豪华房
45626,2018-11-19 07:28:07.098716+00,2018-11-19 07:28:07.098716+00,345017,s***y,房间小，设施差。看起来是三星的样子。早餐品种少，质量差。总结起来就是不值。非常不值。,1.8,level_new,0,朋友出游,2017年11月入住,0,豪华房
45610,2018-11-19 07:28:03.367428+00,2018-11-19 07:28:03.367428+00,345016,2***0,对卓美亚的印象一直停留在世界顶级酒店里面，今天的入住完全颠覆了我对顶级酒店的看法，在同级别酒店里这是我感觉最差的，不多说请看图。满满的四星级既视感。,2.8,level_new,0,商务出差,2018年10月入住,1,皇冠豪华房
45618,2018-11-19 07:28:05.139261+00,2018-11-19 07:28:05.139261+00,345016,M***5,房间很小，所以墙上装了镜子，浴室就更惨了，有多小自己看图吧。洗脸台连老婆的化妆品都放不下，自己看图吧，北京，三亚，西安的威斯汀都住过，这个是最不值的。不敢相信是五星级。,2.8,level_daren,3,其它,2018年07月入住,13,皇冠豪华房
45585,2018-11-19 07:27:58.345084+00,2018-11-19 07:27:58.345084+00,345017,_***3,外强中干，外面看起来豪华，里面房间大小设施都超级一般，1000多的房间性价比实在太低，旁边的虹桥锦江酒店700多含早的比这里的大两倍已经无法再来了，绝对不推荐。,1,level_daren,2,独自旅行,2017年07月入住,7,豪华房
45717,2018-11-19 07:28:31.253766+00,2018-11-19 07:28:31.253766+00,345016,D***8,酒店位置不错，离外滩，南京路，豫园等景点都比较近，但酒店卫生不敢恭维，在房间洗手盆下面的抽屉里竟然还有好多头发和剪下来的衣服商标，洗手盆下面还有一条用过的毛巾，想喝热水发现从水壶里打出来的水里竟然还有眼睫毛，让服务员又拿了一个电水壶，看着里面也不太干净，害得我们都没有热水喝，办完入住手续也没没人告诉我房间在那边，也没有告知我早餐餐厅在哪里，只能自己问，办入住的时候询问是否可以办SPG的会员，被告知说过段时间酒店就归万豪集团旗下了，让我以后办万豪的会员，真是不能理解这是什么态度。虽说后来因为房间卫生问题给换了房间但还是让人很失望，必定你是5星级酒店呀！入住过很多5星级酒店，上海威斯汀是最让人失望的，最差的！,2.3,level_daren,5,家庭亲子,2018年08月入住,9,尊贵商务房
45746,2018-11-19 07:28:41.964685+00,2018-11-19 07:28:41.964685+00,345016,E***c,该酒店前台服务非常差，办理入住时也没几个排队，但足足等了1小时，向他们反馈没有任何说明，起码的抱歉都没说一声，全是上海大小姐！门口的门迎更是牛气冲天，进出门一个招乎或者微笑都没有，这样的态度在广东应该会挨揍！总之，建议你别来，垃圾装逼的酒店！！！,2.5,level_daren,5,家庭亲子,2018年10月入住,18,皇冠豪华房
45686,2018-11-19 07:28:25.33676+00,2018-11-19 07:28:25.33676+00,345017,1***2,什么破酒店，5星的洗澡还要拉浴帘。房间不能再小了，早餐及其差！停车还要收费。,2,level_master,20,其它,2017年09月入住,64,豪华房
45873,2018-11-19 07:29:19.821177+00,2018-11-19 07:29:19.821177+00,345016,出***钱,服務很不像五星酒店，前台居然都不用禮貌用語，辦理入住時間過長，感覺非常糟糕，廣州的海航威斯丁好多了，中餐想在自助用餐，結果門口連個服務人員都沒，失望啊,2.5,level_daren,2,商务出差,2018年08月入住,12,皇冠豪华房
45798,2018-11-19 07:28:51.846934+00,2018-11-19 07:28:51.846934+00,345017,c***c,停电 35度高温，有风 没有空调冷气， 用备用发电机 带不动电梯。无语啦……酒店其他都挺好的。,2.8,level_new,0,商务出差,2017年08月入住,1,豪华房
45802,2018-11-19 07:28:51.957071+00,2018-11-19 07:28:51.957071+00,345016,3***3,酒店缺乏培训，完全不符合一个五星级酒店，前台服务员态度非常差！非常恶劣，希望能为以后入住这家酒店朋友给点建议和采纳,2.3,level_new,1,其它,2018年09月入住,2,皇冠豪华房
45775,2018-11-19 07:28:51.209636+00,2018-11-19 07:28:51.209636+00,345016,o***y,家庭出游，两间房，居然只能安排六楼的！窗外的景色实在看不下去，前台服务员口气也够硬的，问能不能安排高楼的，一口回应没有，只有六楼……简直服了，反正实在是坑，早餐的时候服务员也是爱理不理的，反正是没有预期的那样，,2.8,level_daren,4,家庭亲子,2018年06月入住,15,尊贵豪华房
45905,2018-11-19 07:29:29.985481+00,2018-11-19 07:29:29.985481+00,345016,_***9,"前台接待很热情，送行李的小哥很冷漠。订了两间房，前台帮调换至视野较好的亲子套房，说中午正好临时有客人退房。于是中饭过后领卡入住。但午饭后，只给了一间房卡，隔壁间一直说没打扫完，直到下午三点半才给房卡。导致一家老小六个人挤在一间，孩子午睡都没地方。老公给前台打电话催促几次甚至发火，才给解决。结果发现隔壁还在做什么网路线路的修理。这就存在管理信息不顺畅，沟通解决问题能力差的问题。对于一个五星级酒店是不应该存在的。其实如果房间有问题，可以直接跟我们沟通，而不要总拿没打扫完来搪塞，三个多小时打扫不完一间房，是不是有问题？!说只能三点以后入住又是什么解决态度？!
再说说硬件。亲子双床房和大床房是联通的两间，加了费用从七层升到16层，视野好很多，但不是可观江景，而是街景的朝向。对于房型很满意，房间也够大。对于携程定价1400多一晚一间无早餐，也是应该的了。酒店位置步行至外滩10分钟左右，处于河南中路，步行至南京路步行街及人民广场，直线距离都非常近。应该是商业街的中心地段了，出行是比较方便。
但室内设备比如电视老样式，信号不是特别清楚，还是传统的有线电视，不是网络电视；灯不人性化，厕所灯一点开，就所有卫浴的灯都亮，卧室也一样，安一个按钮就都亮，很刺眼；或一下子都灭，很不舒服，没有稍暗的夜视灯和分控；淋浴水龙头也是两个调温凉水的开关，需要自己慢慢调试，中途若想关水，再开时就要再重新调试，不方便不节能。还有洗漱用具，还不如民宿的用心，还是质量较差的牙刷和塑料小梳子，跟五星级品质不匹配。网络也确实不稳定。
也许是大酒店，所以硬件上更新起来比较费钱，所以一直保持原样，但一间房一千多一晚，成本与付出相比，也应该划得来改进设施吧？
我给的分数评价不是与民宿的标准同要求来衡量，而是真心客观与五星级的标准来打分。老旧设备不要紧，可能这样对于歪果仁来说看起来已经很先进。但服务商不光是给张笑脸相迎这么简单，遇到突发事件的应急及处理解决问题的能力及管理有效性才是服务行业考验的试金石。希望深度提升!",2.5,level_daren,1,家庭亲子,2018年07月入住,6,皇冠豪华房
45897,2018-11-19 07:29:29.142948+00,2018-11-19 07:29:29.142948+00,345016,玛***哒,"这么多年国内国外去过很多地方，住过的酒店大大小小几十家，上海威斯汀是最差的一家，没有之一！！作为一家五星级酒店真心不够资格！
下午2点半到酒店办理入住，应该3点可以进房间，前台告知因为前面客人退房晚，现在房间还在打扫，不能入住，好，我们等着，过了半小时，给客房部打电话，告诉我们还在打扫，预计还需要45分钟！！！最后，我们将近5点才进的房间！这只是开始后面发生的事情更让人气愤！
第二天下午我们去游泳，当我们进到温泉按摩池的时候，喷水就已经停止了，这时候走过来一个服务员，我就问他为什么停了，这个服务员大声指责我说:""就是你给弄坏了呀！""我当时都楞了，以为他在开玩笑，后来他走过来，指着我老公问:""你是不是动这个开关了？""""是不是你们给弄坏了？""当时我们就愤怒了😡我们是来消费的客人，酒店设备出现问题服务人员不是来解决的，竟然在没搞清楚原因的情况下指责客人，态度特别恶劣，真没想到五星级酒店竟然有素质这么低下的工作人员，真是让人失望！
还有更恶心的事，不想再写了，越写越生气，住了三天体验实在是太差了，早餐里吃出阴毛都不算什么，最不能忍受的是对国人和外国人的区别对待，严重的崇洋媚外！！！这里的工作人员对待外国人像亲爹一样谄媚，看见外国人满脸堆笑，低三下四，对待国人横眉冷对，敷衍排斥，所有服务都以外国人优先，取早餐时外国人可以先取，煎鸡蛋外国人可以不用排队，泳池里服务人员给外国人披毛毯……这家酒店的中国人为什么这样没骨气！在自己的国家，歧视自己的同胞！！我们的祖国日益强大，作为中国人，我们不应该自豪吗？我们不应该骄傲吗？
以上是我们的真实经历，真心提醒想要住这家酒店的同胞，千万不要住威斯汀，恶心！！！",1,level_daren,7,家庭亲子,2018年08月入住,8,皇冠豪华房
46023,2018-11-19 07:29:57.384934+00,2018-11-19 07:29:57.384934+00,345016,_***4,"体验极差，坚决不会再去任何一家威斯丁！！！
在携程上预定，线上支付，交易成功。但我没有注意是代理商。到前台办理入住，前台人员非常生硬的告知：代理商没有确认，请你等一个小时。我拿着确认信息，也被告知酒店没有收到信息，不能办理。好的，我等。半小时后，又去前台，这回排到另一个前台员工，依然生硬的语气告知，没有接到通知，不行，就是不行。。。电话沟通携程解决，依然被拒绝。我说先交押金入住，你们自己协调订到也不行。。。最后被告知14点能办，而且只有双床房。。。好，实在懒得折腾了，等。。。14点，前台办理入住，也巧了，轮到第三个服务员语气依然生硬。难道酒店培训的人就这口气和客人说话？没有学过说话的技巧吗？同时办理入住时，旁边办理vip通道的服务员那口气也绝了，差点和那老头急了。一个前台四个服务员，这服务态度让人汗颜。。。
好不容易办理入住，到了房间，就是下面三张图片的结果了。呵呵，这就是威斯丁的皇冠豪华房！！！我真的是无语到极点。。。 
只能说今后绝不会再去任何一家威斯汀！绝不！！",2.3,level_daren,21,情侣出游,2018年03月入住,26,皇冠豪华房
46099,2018-11-19 07:30:29.301486+00,2018-11-19 07:30:29.301486+00,345016,燕***窝,早餐吃出腋毛来，什么心情都没了，酒店作出的表示处理非常不满意，打八折算是不计较了，结果来个就一晚打8折，呵呵！以后碰到这种事一定按法律程序处理,2.8,level_new,1,朋友出游,2018年06月入住,3,皇冠豪华房
46117,2018-11-19 07:30:34.8967+00,2018-11-19 07:30:34.8967+00,345017,M***1,超级老旧。性价比很低。,2.5,level_master,1,其它,2018年03月入住,34,豪华房
46205,2018-11-19 07:30:53.444134+00,2018-11-19 07:30:53.444134+00,345016,b***3,第一次携程评论。酒店前台都是哭丧着脸在给你办手续，一个个看起来欠她几千万的姑娘。给的几个房间都是安排在边边角角低楼层的地方，说是没大床没高楼层，那也没必要都安排在空调外机口吧？住过N家喜达屋旗下的酒店，这家是最差的，没有之一,2.5,level_new,7,朋友出游,2018年02月入住,1,皇冠豪华房
46239,2018-11-19 07:31:01.407272+00,2018-11-19 07:31:01.407272+00,345017,_***6,豪华房房间太小，网上订这价格住这样酒店实在太差，原本是看了评论跟图片订的，看来评论图片有水分啊，要不就是中间环节提成太高，总之住得就太不舒心，性价比很一般,2.5,level_new,0,家庭亲子,2016年11月入住,1,豪华房
